"DIOGENES_FOOD_CODE","COUNTRY_FOOD_CODE","FOODNAME","ENGLISH_TRANS","DIOGENES_FOOD_GRP","CHO_100G.","GI_VAL","GL","GI_CAT","SOURCE_1","SOURCE_2","COMMENT","COUNTRY"
8710,"N/A","Marcipan. l<f8>sv<e6>gt","marzipan",8.1,39,63,25,"4","",NA,"","DANISH"
8711,"N/A","Klejner. l<f8>sv<e6>gt","bisquit",5.2,51,64,33,"3","1",NA,"Based on shortbread cookies","DANISH"
8712,"N/A","LU Oat-bits M<f8>rk chokolade. 215g","LU oat-bits with dark chocolate",5.2,57,54,31,"3","1",NA,"Cookies. Oatmeal","DANISH"
8713,"N/A","Beauvais Suppe. Tomat/B<f8>nne. 350g","Soup with tomato/beans",32.3,5,45,2,"2","5",NA,"Tomato soup. Mean of two: Soup, tomato and Campbell's condensed tomato soup, prepared with water.","DANISH"
8714,"N/A","Beauvais Suppe. Kartoffel/Porre. 350g","Soup with potatoe/leek",32.3,6.5,85,6,"4","",NA,"","DANISH"
8715,"N/A","Beauvais Suppe. Ost&Broccoli. 350g","Soup with cheese/broccoli",32.3,4.5,45,2,"4","",NA,"","DANISH"
8716,"N/A","Glyng<f8>re. Tun kokos & chili. 200g","Tuna with cocoe and chili",27.4,4,70,3,"5","",NA,"","DANISH"
8717,"N/A","Glyng<f8>re. Tun. kokos. ananas og chili. 200g","Tuna with cocoe, pineapple and chili",27.4,7.2,70,5,"5","",NA,"","DANISH"
8718,"N/A","Glyng<f8>re. Tun karry og kokos. 200g","Tuna with curry and cocoe",27.4,5,70,4,"5","",NA,"","DANISH"
8719,"N/A","Beauvais. Tomatketchup. 340 g. ej rest","Tomato ketchup",32.4,24,70,17,"5","",NA,"","DANISH"
8720,"N/A","Pistacien<f8>d m. skal (48%svind)","pistachio nuts",13.1,25.7,24,6,"3","2",NA,"Based on mixed nuts, roasted and salted","DANISH"
8721,"N/A","Gr<f8>nk<e5>l. r<e5>. l<f8>sv<e6>gt","kale, raw",15.1,4.2,45,2,"4","",NA,"","DANISH"
8722,"N/A","Gr<f8>nk<e5>l. r<e5>","kale, raw",15.1,4.2,45,2,"4","",NA,"","DANISH"
8723,"N/A","Daddel. T<f8>rret. l<f8>sv<e6>gt","dates, dried",17.2,66.2,61,40,"2","1","5","Mean of three studies: Dates, dried, Dates, khalas, sun-dried, vacuum-packed and Dates, khalas, traditional dried, dark brown colour.","DANISH"
8724,"N/A","Peberrod. revet. l<f8>sv<e6>gt","horse-raddish, raw",15.1,13,70,9,"5","",NA,"","DANISH"
8725,"N/A","SANTA MARIA. Tortilla Chips. Salted. 150g","tortilla chips",32.2,64,63,40,"2","1",NA,"Based on corn chips. Mean of three studies: 2*Corn chips plain, salted and Nachips","DANISH"
8726,"N/A","SANTA MARIA. Fajita Spice Mix. 30g","fajita spice mix",32.1,15.8,70,11,"5","",NA,"","DANISH"
8727,"N/A","SANTA MARIA. Guacamole Mix. 20g","guacamole mix",32.1,15.8,70,11,"5","",NA,"","DANISH"
8728,"N/A","SANTA MARIA. Burrito. Spice Mix. 30g","burrito spice mix",32.1,15.8,70,11,"5","",NA,"","DANISH"
8729,"N/A","SANTA MARIA. Taco Spice Mix. Original. 40g","tavo spice mix",32.1,15.8,70,11,"5","",NA,"","DANISH"
8730,"N/A","SANTA MARIA. Tortillas Soft. 336g","tortillas, soft",32.2,51,45,23,"2","1","5","Corn tortilla. Mean of two studies: Corn tortilla (Mexican) and Tortilla, corn (Zea mays and Olneya tesota)","DANISH"
8731,"N/A","SANTA MARIA. Jalapenos. Hot. 120g. ej rest","jalaeenos, hot",15.1,2,70,1,"5","",NA,"","DANISH"
8732,"N/A","SANTA MARIA. Taco Shells. 135g","taco shells",32.2,64,63,40,"2","1",NA,"Based on corn chips. Mean of three studies: 2*Corn chips plain, salted and Nachips","DANISH"
8733,"N/A","SANTA MARIA. Taco Sauce Mild. 230g. ej rest","taco sauce",32.4,5,70,4,"5","",NA,"","DANISH"
8734,"N/A","SANTA MARIA. CHUNKY SALSA. Hot. 350g. ej rest","Salsa sauce",32.4,7,70,5,"5","",NA,"","DANISH"
8735,"N/A","SANTA MARIA. CHUNKY SALSA. Medium. 350g. ej rest","Salsa sauce",32.4,7.5,70,5,"5","",NA,"","DANISH"
8736,"N/A","SANTA MARIA. Tortilla Chips Chili. 150g","tortilla chips",32.2,64,63,40,"2","1",NA,"Based on corn chips. Mean of three studies: 2*Corn chips plain, salted and Nachips","DANISH"
8737,"N/A","Flensted. Pommes Frites. B<f8>lgesk<e5>ret. l<f8>sv<e6>gt","frensh fries",16.2,21,75,16,"2","1",NA,"French fries, frozen, reheated in microvawe","DANISH"
8739,"N/A","Rosenk<e5>l. uspec.. r<e5>. forbudt","brussel sprouts, raw",15.1,5.5,45,2,"4","",NA,"","DANISH"
8740,"N/A","K<e6>rg<e5>rden. ARLA. 10g. blandingsprodukt 80%","Butter, with 20% oil",11.1,0.4,70,0,"5","",NA,"","DANISH"
8741,"N/A","Kiks. Ostekiks. Cream Crackers ~TUC. forbudt","cream crackers",5.2,63.5,65,41,"2","1",NA,"Cream cracker (LU)","DANISH"
8742,"N/A","Schulstad. Ciabatta Br<f8>d hel. 250g","wheat bread, italian style",1.1,43,78,34,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
8744,"N/A","Risotto. gr<f8>ntsags- (bgk). Forbudt","rice with vegetables, risotto",6.1,18.4,63,12,"3","",NA,"","DANISH"
8745,"N/A","Risengr<f8>d (bgks). Forbudt","rice groat",6.1,13.7,59,8,"2","1",NA,"Wheaning foods, Robinsons first tastes, from four months. Rice pudding","DANISH"
8746,"N/A","Sovs. kirseb<e6>r. Forbudt","sauce, cherry",17.3,29.5,55,16,"3","1",NA,"Based on fruit cocktail, canned","DANISH"
8754,"N/A","Kartofler. hasselback. Forbudt","potatoes, roasted",16.2,16.4,85,14,"4","",NA,"","DANISH"
8757,"N/A","Toms. Chokofant. pose. 85g","toffee and chocolate",8.1,84,78,66,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
8760,"N/A","TULIP. P<e5>l<e6>kker. Skinke. Sandwich Skiver. 100g","Pork, ham",24.3,2,70,1,"5","",NA,"","DANISH"
8761,"N/A","Jordskok. r<e5>","jerusalem artichoke",15.1,11.5,45,5,"4","",NA,"","DANISH"
8762,"N/A","Knorr Koppen. Thailandsk Karry/Kylling. 1 pose","soup powder, thai curry/chicken",32.3,48,53,25,"3","2",NA,"casserol","DANISH"
8763,"N/A","KNORR. Kop. Thailandsk Karry/Kylling. 3 breve. 63g","soup powder, thai curry/chicken",32.3,48,53,25,"3","2",NA,"casserol","DANISH"
8764,"N/A","Artiskok. R<e5>. L<f8>sv<e6>gt","artichoke",15.1,8.2,45,4,"4","",NA,"","DANISH"
8765,"N/A","Granat<e6>ble. punisk <e6>ble. r<e5>t","pomegranates",17.1,17,45,8,"4","",NA,"","DANISH"
8766,"N/A","Kage. <c6>ble- (m. rasp/makron/fl<f8>deskum (55% fedt). forbudt","cake, with apple, bread crums and cream",5.2,18.5,63,12,"4","",NA,"","DANISH"
8767,"N/A","Kage. <e6>ble- (brudepige m. sl<f8>r. 66%). Forbudt","cake, with apple and sugar",5.2,14.1,63,9,"4","",NA,"","DANISH"
8768,"N/A","R<f8>dk<e5>l. r<e5>","cabbage, red, raw",15.1,4.5,45,2,"4","",NA,"","DANISH"
8769,"N/A","Rosenk<e5>l. r<e5>. l<f8>sv<e6>gt","brussel sprouts, raw",15.1,10.5,45,5,"4","",NA,"Based on vegetables as Low GI foods (high water content and fiber)","DANISH"
8770,"N/A","Gr<f8>ntsager. stuvede (bks). Forbudt","vegetables, stewed",15.2,6.2,45,3,"4","",NA,"Because of low GI for both vegetables and full fat milk","DANISH"
8771,"N/A","Gryderet m lam (bgs). Forbudt","stewed potatoes with lamb",24.2,4.2,53,2,"3","2",NA,"casserol","DANISH"
8772,"N/A","Knorr. Asian Soup m b<f8>nnespirer og bambusskud. 570 ml","Asian soup",32.3,6.5,45,3,"4","",NA,"","DANISH"
8773,"N/A","Hot dog. fransk (145 g/stk). Forbudt","Hot dog, frensh style (bread and sausage)",5.1,19.7,70,14,"5","",NA,"","DANISH"
8774,"N/A","LU. Kiks. Cookies. 150g","Cookies",5.2,60.4,53,32,"2","1",NA,"Cookies. Mean of all types of LU cookies. 23 studies.","DANISH"
8775,"N/A","LU. Kiks. Petit <c9>colier. 150g","Petit Ecolier",5.2,66,50,33,"2","1",NA,"Cookies. Mean of five studies: Petit LU Normand, Petit LU Roussillon, Sabl<e9> des Flandres, Th<e9>, and V<e9>ritable petit Beurre.","DANISH"
8776,"N/A","LU. KIKS. Bastogne. 260g","Bastogne cookies",5.2,73,53,39,"3","1",NA,"Cookies. Mean of all types of LU cookies. 23 studies.","DANISH"
8777,"N/A","LU. Kiks m. chokolade. Prince Mini. 37g","Cookies with chocolate, Prince Rolls",5.2,66,52,34,"2","1",NA,"Cookies. Prince fourr<e9> chocolat (LU, France). Mean of two studies.","DANISH"
8778,"N/A","LU. Kiks m. frugt. Vitalinea. 44g","Cookies with fruit, Vitalinea",5.2,73,56,41,"2","1",NA,"Mean of three grany fruit cookies (LU): Grany en-cas Abricot, Grany en-cas Fruits de bois and grany rush apricot","DANISH"
8779,"N/A","LU. Oat-bits. Apple. 240g","Oat-Bits, Apple",5.2,66,56,37,"3","1",NA,"Mean of three grany fruit cookies (LU): Grany en-cas Abricot, Grany en-cas Fruits de bois and grany rush apricot","DANISH"
8780,"N/A","LU. TUC. Crackers Original. 100g","TUC Crackers original",5.1,63.5,53,34,"3","1",NA,"Cookies. Mean of all types of LU cookies. 23 studies.","DANISH"
8781,"N/A","LU. TUC. Crackers Oliven. 100g","TUC Crackers olives",5.1,63.5,53,34,"3","1",NA,"Cookies. Mean of all types of LU cookies. 23 studies.","DANISH"
8782,"N/A","LU. Digestive. R<e5>g. 225g","Bisquit, wholemeal, digestive type",5.2,63,59,37,"3","1",NA,"Based on digestives, mean of three studies: 2*digestives and digestives, Peak Freans","DANISH"
8783,"N/A","Butterdej (s). Forbudt","puff paste",5.1,28,59,17,"3","",NA,"","DANISH"
8784,"N/A","Lasagne (middelfed) (bgks). Forbudt","Lasagne",4.1,19.7,31,6,"2","2",NA,"Lasagne. Mean of five studies: Lasagne, beef, Lasagne, meat, 2*Lasagne and Lasagne vegetarian.","DANISH"
8785,"N/A","Hot dog. forbudt","Hot dog (bread, sausage, ketchup etc)",5.1,18.4,70,13,"5","",NA,"","DANISH"
8786,"N/A","Kage. Kanelsnegle. forbudt","Cake",5.2,44.7,69,31,"3","1",NA,"Based on Cakes. Crumpet.","DANISH"
8788,"N/A","Kage. brownies (gks). Forbudt","Brownies",5.2,49.1,38,19,"3","1",NA,"Chocolatecake made from packet mix with chocolate frosting","DANISH"
8789,"N/A","Italiensk salat. k (5%/50E%). Forbudt","Salad, italian",32.4,3.8,45,2,"4","",NA,"","DANISH"
8790,"N/A","Italiensk salat. k (87%) *. Forbudt","Salad, italian",32.4,3.1,45,1,"4","",NA,"","DANISH"
8793,"N/A","Fedtstof. stegning/bagning","Fat",12.1,0.3,70,0,"5","",NA,"","DANISH"
8794,"N/A","ARLA. Ylette. 1.5%fedt. 1000ml","Ymer, low fat",31.1,3.3,35,1,"2","2",NA,"Based on yoghurt, low fat, natural","DANISH"
8795,"N/A","Ris. risotto ris. Scotti/Riso. l<f8>sv<e6>gt","Rice, polished",6.1,78.3,63,49,"4","",NA,"","DANISH"
8796,"N/A","Asparges. konserves. 270g. ej rest","asparagus, canned",15.1,1.4,45,1,"4","",NA,"","DANISH"
8797,"N/A","Den Gr<f8>nne Slagter. 3%fedt. frikadeller. l<f8>sv<e6>gt","Meat balls, low fat",24.2,4,70,3,"5","",NA,"","DANISH"
8798,"N/A","Parmesan. 30%. l<f8>sv<e6>gt","Cheese, parmesan, 30%",30.3,1.5,34,1,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
8799,"N/A","Figen. r<e5>. l<f8>sv<e6>gt","Figs, raw",17.1,18,61,11,"3","1",NA,"Based on Figs dried, tenderized, Dessert made brand.","DANISH"
8800,"N/A","K<f8>dsovs (Oksek<f8>d 10-12%). Forbudt","Meat sauce",24.2,3.9,53,2,"3","2",NA,"","DANISH"
8801,"N/A","K<f8>dsovs (oksek<f8>d max.5%). Forbudt","Meat sauce",24.2,3.9,53,2,"3","2",NA,"","DANISH"
8802,"N/A","K<f8>dsovs (oksek<f8>d 5-8%). Forbudt","Meat sauce",24.2,3.9,53,2,"3","2",NA,"","DANISH"
8803,"N/A","K<f8>dsovs (Oksek<f8>d 16-18%). Forbudt","Meat sauce",24.2,3.9,53,2,"3","2",NA,"","DANISH"
8804,"N/A","K<f8>dsovs. uspec (bgks). forbudt","Meat sauce",24.2,4.6,53,2,"3","2",NA,"","DANISH"
8805,"N/A","K<f8>dsovs. fed (bgks). Forbudt","Meat sauce",24.2,3.9,53,2,"3","2",NA,"","DANISH"
8806,"N/A","Kylling i r<f8>d karry (thai). (hh). Forbudt","Chicken in curry",25.2,5.1,53,3,"3","2",NA,"","DANISH"
8807,"N/A","Kylling i karry (ks). Dansk. Forbudt","Chicken in curry",25.2,2.8,53,1,"3","2",NA,"","DANISH"
8808,"N/A","Kage. Kransekage. forbudt","Pastry, garland cake",5.2,62.3,63,39,"4","",NA,"","DANISH"
8809,"N/A","Kartofler. Fl<f8>de-. Forbudt","Potatoes, in cream sauce",16.2,16,85,14,"4","",NA,"","DANISH"
8810,"N/A","Tomat. gul. l<f8>sv<e6>gt","Tomatoes, yellow",15.1,4.5,45,2,"4","",NA,"","DANISH"
8811,"N/A","Spaghetti/pasta. fuldkorns. MUFA-type. forbudt","Macaroni, spaghetti, whole grain, raw",4.1,63.7,45,29,"4","",NA,"","DANISH"
8812,"N/A","Pinjekerner. forbudt","Pine nuts, pignolias, dried",13.1,13.4,24,3,"3","2",NA,"Based on mixed nuts, roasted and salted","DANISH"
8813,"N/A","B<f8>nner. sorte. UNIFOOD. l<f8>sv<e6>gt","Beans, black",14.1,47,20,9,"2","1",NA,"Black bean(Phaseolus Vulgaris Linn), soaked overnight, cooked 45 min.","DANISH"
8814,"N/A","K<f8>dboller. uspec.. forbudt","Meat balls",24.2,6,70,4,"5","",NA,"","DANISH"
8815,"N/A","Melboller. uspec.. forbudt","Dumblings",5.1,16,52,8,"2","5",NA,"Potato dumplings (white wheat flour, white potatoes, boiled in salted water) ","DANISH"
8816,"N/A","Suppe. tomat. spiseklar. forbudt","Soup, tomatoe",32.3,12.8,45,6,"2","5",NA,"Tomato soup. Mean of two: Soup, tomato and Campbell's condensed tomato soup, prepared with water.","DANISH"
8817,"N/A","Schulstad 20. Levebr<f8>d Yoghurt Sandwich. 47g/skive. l<f8>sv<e6>gt","Bread, white, sandwich type",1.2,44,78,34,"3","10",NA,"Based on white wheat bread, very refined flour","DANISH"
8818,"N/A","Cacao. instant m. m<e6>lk. forbudt","milk, with chocolate (UHT)",20.2,64.7,41,27,"2","1",NA,"","DANISH"
8819,"N/A","P<e5>l<e6>g. svin. 3gfedt. magert. hamburggeryg. forbudt","Pork, ham",24.3,1.5,70,1,"5","",NA,"","DANISH"
8820,"N/A","Saftevand. f<e6>rdigblandet m. sukker 1:3. forbudt","soft drink, sugar added",19.2,10.5,66,7,"3","1",NA,"","DANISH"
8821,"N/A","Hvidk<e5>l. r<e5>. forbudt","cabbage, white, raw",15.1,4.7,45,2,"4","",NA,"","DANISH"
8822,"N/A","R<f8>dk<e5>l. r<e5>. forbudt","cabbage, red, raw",15.1,4.5,45,2,"4","",NA,"","DANISH"
8823,"N/A","THOLSTRUP. PASTELLA. Taglioni naturel. 250g","macaroni. Taglioni naturel",4.1,53,45,24,"4","",NA,"","DANISH"
8824,"N/A","Makrel Snack. Princes. 125g","Mackerel snack",27.4,0.5,70,0,"5","",NA,"","DANISH"
8825,"N/A","Smelteost m skinke. 40-45+. 20g. ARLA","Cheese, processed, 40%",30.3,0.6,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8826,"N/A","Smelteost m REJER. 40-45+. 20g","Cheese, processed, 40%",30.3,0.6,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8827,"N/A","TOMS. Cool Cash. vingummi. 85g","fruit gums",8.1,78.6,78,61,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
8828,"N/A","TOMS. Bamser. vingummi. 85g","fruit gums",8.1,78.6,78,61,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
8829,"N/A","TOMS. Lakridsstang. jordb<e6>r. 26g","fruit gums with liquorice",8.1,87,78,68,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
8830,"N/A","TOMS. Amarstang. lakrids. 26g","fruit gums with liquorice",8.1,87,78,68,"3","1",NA,"Based on Jelly beans. 2* Jelly beans, assorted colors.","DANISH"
8831,"N/A","K<e6>rg<e5>rden. blandingsprodukt 80%. forbudt","Butter, with 20% oil",11.1,0.4,70,0,"5","",NA,"","DANISH"
8832,"N/A","Tomat. solt<f8>rret. forbudt","tomatoe, sundried",15.1,18,45,8,"4","",NA,"","DANISH"
8833,"N/A","P<e5>l<e6>g. R<f8>get Svine filet. forbudt","Pork, ham, smoked",24.3,0.5,70,0,"5","",NA,"","DANISH"
8834,"N/A","Ost. Danbo 20+. forbudt","Cheese, firm, 20+",30.2,0.5,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8835,"N/A","Sovs. uspec.*(50%). Forbudt","Sauce, unspecified",32.4,6,70,4,"5","",NA,"","DANISH"
8836,"N/A","Burger. hjemmelavet (oksek<f8>d 10-12%). Forbudt","burger, home made",24.2,17.7,70,12,"5","",NA,"","DANISH"
8846,"N/A","Sovs. tomat-. mager (34%). Forbudt","sauce, tomato",32.4,7.8,45,3,"4","",NA,"","DANISH"
8847,"N/A","Sovs. tomat-. fed (75%) (m. cremefraiche). Forbudt","saucem tomato, fat",32.4,4.2,45,2,"4","",NA,"","DANISH"
8848,"N/A","Kage. Kokosmarkroner (God mad let at lave). forbudt","Pastry, coco macaroon",5.2,45.9,63,29,"4","",NA,"","DANISH"
8849,"N/A","Sovs. j<e6>vnet. uspec. (bgks)(47%). forbudt","sauce",32.4,5.4,70,4,"5","",NA,"","DANISH"
8850,"N/A","Sovs. opbagt. uspec. (bgks) (53%). forbudt","sauce",32.4,6.6,70,5,"5","",NA,"","DANISH"
8851,"N/A","Sovs. persille- (bgs)(40%). forbudt","sauce, parsley",32.4,7.6,70,5,"5","",NA,"","DANISH"
8852,"N/A","Parmesan. revet. forbudt","Cheese, parmesan ",30.3,3.7,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8853,"N/A","Asier. syltede. forbudt","cucumber, large, pickled",15.1,16.5,70,12,"5","",NA,"","DANISH"
8855,"N/A","Schulstad 19. Birkelund Kernerugbr<f8>d. l<f8>sv<e6>gt","Rye bread, dark, wholemeal",1.2,36,79,28,"3","11",NA,"Fuldkornsrugbr<f8>d (Levebr<f8>d, Kernegrov), Rye bread with kernels. ","DANISH"
8856,"N/A","ARLA. Cheasy. Skovb<e6>r Yoghurt. 1000ml","yoghurt with berries",31.1,4.7,53,2,"3","2",NA,"Mean of low fat yoghurt, strawberry, raspberry and black cherry","DANISH"
8857,"N/A","Tholstrup. PIKANT. r<f8>d peber/l<f8>g. 20g","Cheese",30.3,2.5,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8858,"N/A","Tholstrup. ravioli m. ost. 250g","ravioli with cheese",4.1,43.3,45,19,"4","",NA,"","DANISH"
8859,"N/A","Tholstrup. Tortellini m. skinkefyld. 250g","tortellini with ham",4.1,39.4,50,20,"2","1",NA,"Tortellini, cheese. ","DANISH"
8860,"N/A","Persillerod. r<e5>. l<f8>sv<e6>gt","parsley root, raw",15.1,8,63,5,"4","",NA,"","DANISH"
8861,"N/A","Pastinak. r<e5>. l<f8>sv<e6>gt","parsnip, raw",15.1,10.1,97,10,"2","1",NA,"Mean between carrot and beetroot, because these are root vegetables which is categorised as ""sturdy"" vegetables","DANISH"
8862,"N/A","Kalkun wok m. b<f8>nner/lime (mufam<f8>de). forbudt","Beans and vegetables with turkey",25.2,8,73,6,"3","1",NA,"Based on stir-fried vegetables with chicken and boiled white rice, homemade","DANISH"
8863,"N/A","Avocadosalat m.sorte b<f8>nner (mufam<f8>de). forbudt","avocadosalad with black beans",15.3,11.8,45,5,"4","",NA,"","DANISH"
8864,"N/A","Kik<e6>rter i chili/appelsin (mufam<f8>de). forbudt","garbanzo peas in chili/oranges",14.1,10,28,3,"3","1",NA,"Chickpeas. Mean of four: 2*Chickpeas, Chickpeas, dried, boiled and Chickpeas, dried, soaked, boiled 35 min.","DANISH"
8865,"N/A","Tapanade (mufam<f8>de). forbudt","tapanada",15.3,3.1,70,2,"5","",NA,"","DANISH"
8866,"N/A","Pesto m.pinjekern & persille (mufam<f8>de). forbudt","Pesto",32.4,4.5,70,3,"5","",NA,"","DANISH"
8867,"N/A","Linsegr<f8>d. indisk (mufam<f8>de). forbudt","Lentils",14.1,14.6,26,4,"3","1",NA,"Lentils, red. Mean 4 studies with lentils, red, dried, boiled.","DANISH"
8868,"N/A","Marinerede b<f8>nner. mufam<f8>de. forbudt","Marinated beans",14.1,14,70,10,"5","",NA,"","DANISH"
8869,"N/A","Torskesalat m.olivenolie/hvidl<f8>g mm (mufam<f8>de). forbudt","Cod salat with oliveoil",27.4,1.8,70,1,"5","",NA,"","DANISH"
8870,"N/A","Hummus. r<f8>dbede (mufam<f8>de). forbudt","hummus with beetroot",14.1,17.9,6,1,"2","1",NA,"Hummus. Arabic and Turkish.","DANISH"
8871,"N/A","Pesto m.hasseln<f8>d & tomat. forbudt","Pesto",32.4,16.9,70,12,"5","",NA,"","DANISH"
8872,"N/A","Linsesuppe. krydret (mufam<f8>de). forbudt","Soup, lentils",32.3,7.3,26,2,"3","1",NA,"Lentils, red. Mean 4 studies with lentils, red, dried, boiled.","DANISH"
8873,"N/A","Tagine (mufam<f8>de). forbudt","Tagine",24.2,18.7,70,13,"5","",NA,"","DANISH"
8874,"N/A","Salat b<f8>nner/rucola/tomat/oliven (mufam<f8>de). forbudt","Salad with beans, rucola, tomato and olives",15.3,3.9,45,2,"4","",NA,"","DANISH"
8875,"N/A","Tunsalat (mufam<f8>de). forbudt","Tunasalad",27.4,1.2,70,1,"5","",NA,"","DANISH"
8876,"N/A","Passionsfrugt. grenadil. r<e5>. l<f8>sv<e6>gt","passion fruit",17.1,12.5,45,6,"4","",NA,"","DANISH"
8877,"N/A","<f8>stershatte. l<f8>sv<e6>gt","mushroom, raw",15.1,1.7,45,1,"4","",NA,"","DANISH"
8878,"N/A","Mozarella. ost. 20%fedt. l<f8>sv<e6>gt. forbudt","Cheese, mozarella, 20%",30.2,1.5,34,1,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8879,"N/A","Rullesteg. grydestegt. Forbudt","Pork, flank, rolled, roasted",24.1,5,70,3,"5","",NA,"","DANISH"
8880,"N/A","Asparges. konserves. forbudt","aspargus, canned",15.1,1.4,45,1,"4","",NA,"","DANISH"
8881,"N/A","Ost. 60+. forbudt","Cheese, 60+",30.3,1,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8882,"N/A","Ost. 30+. forbudt","Cheese, 30+",30.2,1,34,0,"3","2",NA,"Based on milk, whole pasteurised, fresh, organic","DANISH"
8883,"N/A","Rullep<f8>lse. forbudt","Pork, flank, spiced",24.3,0.6,70,0,"5","",NA,"","DANISH"
8885,"N/A","For<e5>rsrulle. dybfrost (90g). forbudt","Spring roll",5.1,21.5,45,10,"4","",NA,"","DANISH"
8886,"N/A","Kapers. forbudt","capers",15.1,1,70,1,"5","",NA,"","DANISH"
8887,"N/A","For<e5>rsl<f8>g. r<e5>. forbudt","Spring onions",15.1,4.7,45,2,"4","",NA,"","DANISH"
8889,"N/A","Skipperlabskovs (bgs). Forbudt","Boiled potatos with meat, dish",24.2,10.9,70,8,"5","",NA,"","DANISH"
8890,"N/A","ARLA. Drikkeyoghurt. Jordb<e6>r. 500g","Yoghurt drink, strawberry",31.1,11.6,27,3,"3","2",NA,"Mean of three studies: Yoghurt, strawberry, yoghurt, red fruit, strawberry and yoghurt, summer fruit, strawberry.","DANISH"
8891,"N/A","ARLA. Drikkeyoghurt. Fersken/passion. 500g","Yoghurt drink, peach/passion",31.1,11.6,30,3,"2","2",NA,"Yoghurt, tropical fruit. Mean of three studies: Guava and passionfruit, Pineapple and Peach and apricot.","DANISH"
8892,"N/A","ARLA.DrikkeYoghurt. Hindb<e6>r. 500g","Yoghurt drink, raspberry",31.1,11.6,34,4,"2","2",NA,"Yoghurt. Mean of three studies: Yoghurt raspberry, Yoghurt summerfruit raspberry and yoghurt tropcal fruit raspberry.","DANISH"
8893,"N/A","Cappucino u. sukker. forbudt","cappucino, no added sugar",20.1,1.5,34,1,"3","1",NA,"Mean of cocoa instant with milk, powder and cocoa instant without milk powder. Cocoa instant with milk, powder is based on mean of Chocolate, dissolved in 1,5% fat milk, and chocolate dissolved in 3,5% fat milk. Cocoa instant without milk, powder is based","DANISH"
8894,"N/A","Skummetm<e6>lk. k<f8>b selv. l<f8>sv<e6>gt","Milk, skimmed ",29.1,4.7,48,2,"3","2",NA,"Based on milk, skimmed, pasteurised, British","DANISH"
8895,"N/A","Ost. Fl<f8>deost. 60+. Philadelphia fed. forbudt","Cheese, philadelphia, 60+",30.3,3.1,34,1,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
8896,"N/A","Ost. Fl<f8>deost. Philadelphia light. forbudt","Cheese, philadelphia, light",30.2,3.7,34,1,"3","2",NA,"From milk, whole pasteurised, fresh, organic","DANISH"
8897,"N/A","Makroner. l<f8>sv<e6>gt","macaroon",5.2,79.4,64,51,"3","1",NA,"Based on shortbread cookies","DANISH"
8898,"N/A","Marengs. Rutebiler. l<f8>sv<e6>gt","macaroon",8.1,93,69,64,"3","1",NA,"Based on crumpet","DANISH"
8899,"N/A","Marengs. Kys. l<f8>sv<e6>gt","macaroon",8.1,93,69,64,"3","1",NA,"Based on crumpet","DANISH"
8901,"N/A","Nudler. blue dragon. uspec. l<f8>sv<e6>gt","noodles",6.1,76.5,46,35,"2","1",NA,"Noodles. Mean of eight studies: 2*Instant two-minute noodles, Instant noodles, Lungkow bean-thread noodles, Mung bean noodles, Rice noodles dried boiled, Rice noodles freshly made boiled and Udon noodles plain reheated five minutes.","DANISH"
